berhijab;bhijab
lagi;lgi
rambut;rmbut
kamu;km
dan;dn
yuk;yuu
dalam;dlm
hari;hri
melepas;lepasin
pokoknya;pokonya
lucu;lucuuuu
di;d
sementara;smentara
kak;ka
di;d
saja;aja
di;d
yang;yg
kak;ka
enggak;ga
kak;ka
kak;ka
mendengarkan;dengerin
orang;org
biarkan;biarin
yang;yg
kakak;kaka
di;d
kak;ka
kak;ka
kakak;kaka
yang;yg
kakak;kaka
orang;org
kakak;kaka
padahal;pdhl
waduh;waduhhh
kasihan;kasian
orang-orang;org2
yang;yg
urusan;ursan
orang;org
sudah;sudab
dewasa;dwsa
punya;pnya
agama;agma
apa;ap
yang;yg
jadi;jd
jangan;jgn
repot-repot;rpt2
sabar;sbr
saja;aja
ya;y
mengaji;ngaji
yang;yg
yang;yg
nomor;nmr
yang;yg
romantis;romantiz
itu;ituu
tidak;tdk
murah meriah;murmer
penasaran;pensaran
dapat;dapet
saja;aja
kepoi;kepoin
baru-baru;baru2
telepon;tlp
bosan;bosaan
sudah;udah
pakai;pake
enggak;gak
yuk;yuukk
kita;kitaaa
enggak;ga
konsultasi;konsul
enggak;gak
yuk;yok
lainnya;lainnyaa
juta;jt
perbulan;perbulannn
penyebab-penyebab;penyebab2
kok;ko
lagi;lg
mbak;mba
tapi;tp
menyopir;nyupir
kok;ko
belum;blm
tidak;tdk
yuk;yukk
dan;dn
cepat;cpt
stres;steess
"gara-gara;gara"""
jangan;jngan
kawatir;kwatir
tengah-tengah;tengah2
duet;duetin
dong;dongg
kayak;kyk
duet;duetin
dong;dongg
muda;mudaa
sama;sm
saja;ajah
mendapati;dapetin
tidak;tdk
mencari;nyari
enggak;ga
begini;gini
banget;bgt
sebenarnya;sebenernya
mereka;mrka
sekarang;skrg
dengan;dgn
sekarang;skrg
silaturahmi;silsturahmi
juga;jg
tidak;tdk
yang;yg
dengan;dgn
anak-anaknya;ank2nya
tidak;tdk
anak;ank
yang;yg
yang;yg
tidak;tdk
yang;yg
sudah;sdh
sangat;sgt
mereka;mrka
dengan;dgn
anak-anaknya;ank2nya
tidak;tdk
dijakarta;dijkt
tidak;tdk
mau;may
tidak;tdk
bisa;bs
sebenarnya;sebenernya
cuma;cums
yang;yg
bisa;bs
juga;jg
bisa;bs
dengan;dgn
undangan-undangan;undangan2
jadi;jd
benar-benar;bener2
dengan;dgn
banget;bgt
dalam;dlm
pasti;past
sangat;sgt
kangen;kgn
waktunya;wktunya
dari;dr
anaknya;anknya
karena;krn
tidak;tdk
karena;krn
bilang;blg
banyak;byk
yang;yg
tapi;tp
waktunya;wktunya
yang;yg
belum;blm
sebenarnya;sebenernya
kalo;klo
karena;krn
jadi;jd
keluarga;kluarga
yuk;ayukk
enggak;gk
mengucapkan;ngucapin
kakak;kaka
yang;yg
baru;bru
sudah;udah
menonton;nntn
bagus;bgus
banget;bgt
filmnya;filmny
dapat;dapet
menari;nari
sampai;sampe
menangis;nangis
lihat;liat
sudah;udah
menonton;nonton
suka;sukak
pengin;pengen
menonton;nonton
kalo;kl
yang;yg
belum;blm
menonton;ntn
sudah;uda
menonton;nonton
menonton;ntn
belum;blm
menonton;ntn
menonton bareng;nobar
sudah;udah
kemarin;kemariin
ya;yaaaa
terima kasih;makasih
lihat;liat
di;d
lagi;lagiiii
kenapa;knpp
sudah;udh
enggak;ga
ada;ad
lagi;lggi
lama;lma
enggak pergi;gaprgi
menonton;nnton
ah;aaahh
lagi;lagii
kalau;klau
di;d
terima kasih;makasih
ya;yaa
enggak;ga
ya;yaa
terima kasih;makasih
ya;yaaa
iya;iyaaa
ya;yaa
indak;ndak
apa-apa;pa2
main;maen
tanggal;tgl
ditunggu;dtunggu
enggak;ngga
bikin;bkin
bawa perasaan;baper
masa-masa;masa2
tahun;thn
enggak;gak
terpikir;kepikir
enggak;gak
menonton;nonton
lihat;liat
banget;bgt
saja;aja
lihat;liat
lihat;liat
ada;ad
tapi;tp
seru;seruuu
kakak;kaka
banget;bgt
lucu;lucuuuu
banget;bgt
menonton;nonton
banget;bgt
bagus;bagusss
banget;bgt
sampai;sampe
menonton;nonton
kayak;kek
juga;jg
bagus;bgs
tahun;thn
sudah;udh
adek;ade
gemas;emeshh
tahun;th
kayak;kaya
sudah;udah
astaga;astagaaaaaa
tahun;thn
kak;ka
kakak;kaka
pacaran;pacarn
begini;bgni
kita;ktg
tahun;th
saja;aja
pacarannya;pacaranya
sudah;udah
banget;bgt
mbak;mbaak
begitu;gitu
kak;ka
kakak;kka
mengalah;ngalah
dek;de
kalo;klo
yang;yg
sudah;udh
tahun;th
kayak;kek
begini;gini
baru;bru
mengucapkan;ngucapin
pacarannya;pacarane
rusak;rusakkk
sudah;udah
tahun;th
eh;ehh
ya ampun;yaaampunnn
tahun;th
tahun;th
begini;gini
enggak;ga
saja;aja
kagak;kaga
ini;inii
tahun;taun
yang;yg
tahun;thn
tua;tuwek
mukanya;mukae
ultahnya;ultahe
ya;yaaa
banget;bgtt
tahun;thn
tapi;tp
sudah;udh
sudah;udh
malah;mlh
kelihatannya;kliatanya
tahun;thn
apa;apaa
sudah;udh
kaya;ky
aku;q
lihat;liat
banget;bingiit
pacarannya;pcaranya
sudah;udah
kayak;kyk
tahun;taon
sudah;uda
bermaksud;bermaksut
tapi;tp
karena;karna
memang;emang
tampilannya;tampialannya
nikah;nikaah
saja;aja
tahun;thn
sudah;udh
"anak-anak;anak"""
lah;lha
kayak;kek
begini;gini
kapan-kapan;pankapan
enggak apa-apa;gpp
kelihatan;keliatan
pakai;pake
kalo;kl
yang;yg
mengumbar;ngumbar
dihapuskan;dhpusin
semua;smua
teteh;tteh
bisa;bsa
istikamah;istiqomah
amin;aamiin
wih;wihh
enggak;gak
menyangka;nyangka
banget;bangett
enggak;ga
menyesal;nyesel
deh;dehh
cepat;cepet
yang;yg
enggak;ga
saja;aja
semangat;semangaatt
mudah-mudah;mudah2
dalam;dlm
lihat;liat
sudah;udah
menutup;mnutup
yang;yg
ribu;rb
dengan;dgn
masih;msh
yang;yg
belum;blm
hapus;apus
enggak;gak
saja;aja
hubungi;hub
menyarankan;saranin
pakai;pake
naik;naek
kak;ka
pakai;pake
kak;ka
teh;tehh
lebih;lbih
pakai;pake
hijab;hijabb
dapat;dapet
tetap;ttp
ya;yaa
terima kasih;mksh
sudah;udh
menyarankan;nyaranin
pakai;pake
dari;dr
sekarang;skrng
saja;ja
terima kasih;mksh
kak;ka
ya;yah
sudah;udah
menyarankan;saranin
sudah;udah
terima kasih;makasih
ya;yah
kak;ka
kak;ka
banget;bngatt
kak;kaaa
pakai;pake
lihat;liat
foto;fto
kakak;kk
terus;trus
di;dii
ya;yah
kakak;kk
oh;ooh
foto;fto
yang;yg
enggak;g
pakai;pke
di;d
hapuskan;hapusin
ya;y
loh;lohhh
sayang;syg
sekali;skali
kakak;kaka
engah;ngeuh
kalo;klo
tahun;th
ya;yaah
nanti;nnti
di;d
yang;yg
kak;ka
semoga;smoga
ya;yaa
mbak;mbaa
senang;sneng
lihat;liat
kayak;kyk
mbak;mbaa
memutuskan;mutusin
buat;bwt
lebih;lbh
lagi;lg
menghapus;ngapus
foto-foto;fto2
sebelum;sblm
awal;awl
dari;dr
memang;mmg
harus;hrus
terus;trs
selalu;sll
di;d
semoga;smoga
di;d
di;d
terus;trus
bangkit;bngkit
mencoba;mncoba
lebih;lbh
semoga;smoga
tetap;ttp
sekali;skli
lagi;lg
banget;bingit
mendapati;dapetin
dari;dri
selamat;slmt
semoga;smoga
memang;mmg
tidak;tdk
tapi;tpi
yang;yg
orang;org
wow;waww
mantap;mantapp
pakai;pake
begituan;gituan
coba;cobaaa
enggak;gak
menyesal;nyesel
enggak;ga
coba;cobaa
saja;aja
membuktikan;buktiin
enggak;ga
membuktikan;ngebuktiin
wah;wahhh
mbak;mba
memutuskan;mutuain
sudah;udh
semua;smw
foto-foto;foto2
yang;yg
belum;blm
pakai;pake
tetap;ttp
mbak;mba
geulis;geuliiiiiiis
euy;euyyyyy
dalam;dlm
entar;ntar
enggak;ga
begini;gini
enggak;engga
idih;widihh
banget;bingit
iya;iyaa
keren;kerenn
kayak;kek
begitu;gitu
uh;uuh
pengin;pengen
dari;dr
tadi;td
mengomongkan;ngomongin
kayak;kek
begini;gini
mengakak;ngakak
sudah;udah
kayak;kek
tapi;tp
memang;emg
mengirim;ngirim
mengidam;ngidam
wah;waah
sampah habis;sampis
memang;emang
begitu;gt
maaf;maapin
ya;yak
bala;ngebala
mampus;mampuussss
banget;bgt
dih;diihhhh
banget;bgt
harusnya;hrusnya
sabar;sabal
sudahlah;udahlah
kau;kauuuu
begini;gini
pengin;pengen
yang;yg
kaya;kya
begini;gini
terus;teruss
terus;trus
uh;uhhh
kamu;km
sabar;sabaro
ya;yaa
banget;bangettt
eh;eehhh
begini;gni
menyadar;nyadar
menyadar;nyadar
yang;yg
lucu;lucuuuuu
lihat;liat
banget;bangett
ih;iiii
kreatif;kreative
banget;bangrt
lihat;liat
asik;azekkkk
pintar;pinter
banget;bngettt
pintar;pinter
enggak;ga
kuat;kuaaatt
banget;bhet
bahasa;bhs
inggrisnya;inggrisny
banget;bgt
ini;ni
banget;bangeeet
banget;bngt
dengan;dgn
yang;yg
salam;slm
teman-teman;tmn2
disana;dsna
iya;iyaap
terima kasih;mksih
orang-orang;orang2
menjadi;mnjadi
enggak;nga
cantik;canyk
"benar-benar;bner"""
banget;bgt
sudah;udah
pokok;poko
produk;prodac
yang;yg
enggak;ga
bakal;bkal
menyesal;nyesell
deh;dehh
pokok;poko
beberapa;bbrp
yang;yg
bilang;blg
begitu;gt
serius;ciyusss
deh;de
gue;gw
lihat;liat
yang;yg
lu;lw
kemarin;kmaren
kak;ka
ini;ni
kayak;kek
cinta;cyin
banget;bgt
ya;yaa
cantik;cantikkk
banget;bangetttttttt
seksi;sexi
bunda;bundaaaa
cantiknya;cantinya
enggak;gx
kayak;kyk
kayak;kyk
cantik;cantikkkk
wow;woww
banget;bangett
saja;ja
pakai;pake
banget;bangget
banget;baget
pengin;pingin
banget;bettt
kayaknya;kyknya
subhanallah;subhanalloh
cantik;cantiiillx
bunda;bundaaaa
tetap;tetep
muda;mudaa
berapa;brapa
sih;sihh
banget;bgt
banget;bangetttt
cantik;cantikkk
banget;bgttt
alami;alaami
sabar;sabaarrr
cantik;cantiiiikk
banget;bangeeeeetttt
cie;ciee
tapi;tp
tetap;ttp
kayak;kyk
yang;yg
ini;inii
cantik;cannntikk
banget;banggett
ya;yaa
nya;nyaaa
cakep;cakepp
banget;bgt
tahunan;thnan
tapi;tpi
cantik;cuantik
banget;bgt
masih;msh
segar;seger
kaya;ky
cantik;cantikkkkkk
banget;bangetttt
segar;segerr
banget;bangett
wow;wouww
banget;bgt
cantik;cantiiikkk
banget;bgt
kenapa;knp
sudah;udh
saja;aja
enggak;gak
kaya;kya
anjir;njir
mengikuti;ngikutin
pengin;pen
gue;gw
catok;catokin
enggak;gak
catok;catokin
catok;catokin
sudah;udah
sama;sm
lagi;lg
ikut-ikutan;ikut2an
kaya;kya
juga;jg
dari;dr
juga;jg
yuk;yuukk
program hamil;promil
amin;aminn
kasih;ksh
selalu;sll
juga;jg
untuk;utk
komentar-komentarnya;comment2nya
juga;jg
teman-teman;teman2
saja;aja
yang;yg
tiba-tiba;tiba2
"benar-benar;benar"""
amin;aamiin
aku;ak
yuk;yukk
loh;lohhh
besar-besaran;besar2an
saja;aja
tapi;tp
kalo;klo
enggak;gak
ya;yaaaa
senang;seneng
pedas;pedes
senang;seneng
sudah;udah
ribu;rb
ya;yaaa
pengin;pengen
memang;emang
selalu;slalu
tidak;tdk
konsultasi;knsul
dengan;dg
dan;dn
dengan;dg
yang;yg
sudah;sdh
berhasil;brhasil
dalam;dlm
waktu;wktu
konsultasi;konsul
gratis;gratisss
enggak;ga
menyesal;nyesel
pakai;pake
kakak;kaka
menghilangkan;hilangin
benar-benar;bener2
yang;yg
pakai;pake
artis-artis;artis2
semoga;smoga
saja;aja
dipakai;dipake
orang-orang;org2
yang;yg
yang;yg
cuma;cm
kontak-kontak;kontak2
untuk;utk
dijadikan;dijadiin
saja;aja
yang;yg
dengan;dgn
dapat;dpt
orang;org
yang;yg
tapi;tp
dapatnya;dptnya
bisa;bs
dapat;dpt
jadi;jd
bisa;bs
dapat;dpt
bagaimana;gimana
jadi;jd
saya;sy
ribu;rb
sudah;udah
dapat;dpt
dengan;dgn
banget;bgt
yang;yg
bisa;bs
bikin;bkin
aplikasi;applikasi
sudah;udah
dengan;dgn
juga;jg
jadi;jd
saja;aja
mbak;mba
sekarang;skarang
sampai;sampe
pengin;pingin
enggak;gak
keren;kereeeeen
banget;bngeet
menggemaskan;gemesinnnnn
benar;bner
benar;bner
banget;bnget
sudah;udah
produknya;prodaknya
pokok;poko
produk;prodak
yang;yg
enggak;ga
bakal;bkal
menyesal;nyesell
deh;dehh
pokok;poko
yang;yg
yang;yg
dapat;dapet
dengan;dgn
ongkir;ongkiir
tahun;thn
tahun;thn
tahun;thn
tahun;thn
untuk;utk
enggak;ga
banget;bgt
ajaib;ajaibbbbb
say;saayyyyy
membesarkan;besarin
saja;aja
pakai;pake
belanja;belanjaa
disini;disiniii
loh;lohhhh
yang;yg
terima kasih;trims
untuk;utk
enggak;gak
saja;aja
enggak;ga
dan;dn
ganteng;ganteung
mbak;mba
pengin;pengen
pakai;pake
enggak;ga
menyesal;nyesel
merasa;ngerasa
enggak;ga
percaya diri;pede
bahagia;bhgia
ih;iiiiiiiiii
lucu;lucuukk
banget;bgt
kecil;keciil
yakin;yakinn
pentas;pentass
mengharap;ngarep
kepo;kepoin
lucu-lucu;lucu2
melahirkan;ngelahirin
enggak;gak
memaksa;paksain
biasa;biasaa
terima kasih;makasih
melahirkan;ngelahirin
enggak;gak
memaksa;paksain
biasa;biasaa
terima kasih;makasih
pengin;pengen
membesarkan;besarin
hubungi;hub
saja;aja
dengan;dgn
yang;yg
pengin;pengen
terima kasih;makasih
sudah;udah
merekomendasikan;rekomendasiin
benar;bener
pakai;pake
enggak;ga
terima kasih;makasih
kak;ka
kak;ka
terima kasih;makasih
sudah;udah
merekomendasikan;rekomendasiin
benar;bener
kak;ka
enggak;ga
terima kasih;makasih
ku;q
kakak;kk
bosan;bosaan
sudah;udah
pakai;pake
enggak;gak
yuk;yuukk
kita;kitaaa
kenapa;knp
ya;yoo
aku;ak
murah meriah;murmer
banget;bgt
hai;hy
teman-teman;teman2
pakai;pake
saja;aja
testimoninya;testinya
ya;yaa
yang;yg
lebih;lbh
jadi;jd
mengurusi;mengirusi
kehidupan;khdpn
yang;yg
kelihatan;keliatan
banget;bgt
enggak;gk
mengalah;ngalah
melawan;ngelawan
sama;sm
betul;betuuuuulllllllllllllllll
yang;yg
banyak-banyak;banyak2
mbak;mba
bisanya;bisax
cuman;cmn
mencerocos;nyerocos
saja;aja
memang;emang
sudah;uda
benar;bener
mengapai;ngapain
kalo;klo
cuman;cmn
mau;mw
mengatai;ngatain
yang;yg
sebenarnya;sebenernya
yang;yg
enggak;ga
tapi;tp
dengan;dgn
kelembutan;klmbutan
jangan;jgn
gue;gw
pengin;pgn
yang;yg
dulu;dlu
saja;aja
sudah;uda
seburuk-buruk;seburuk2
pasti;psti
dia;dy
seperti;sperti
dulu;dlu
dia;dy
mengurusi;ngurusin
indak;nda
mengurusi;ngurusin
sampai;sampe
masih;msh
diingatkan;diingetin
entar;ntar
sudah;udah
yang;yg
mengingatkan;ngingetin
ngeri;ngeriiiiii
sama;ma
nih;nich
mengingatkan;ngingetin
akhlak;akhlah
saja;aja
kalo;klo
orang;org
yang;yg
bilang;blg
mengapai;ngapain
mengurusi;ngurusin
orang;org
entar;ntar
lo-lo;elo2
yang;yg
memandikan;mandiin
yang;yg
menguburkan;nguburin
memang;emg
mengurus;ngurus
subhanallah;subhannallah
mbak;mb
kalo;kl
yang;yg
enggak;gk
membedakan;ngebedain
mengurusi;ngurusin
mbak;mb
tapi;tp
urusannya;urusanny
saja;aja
karena;krn
lagi;lg
dengan;dg
tuhannya;tuhanny
saja;aja
yang;yg
bertengkar;brtngkar
kenapa;knp
selalu;sllu
hanya;hny
karena;krn
pendapat;pndapat
teman-teman;teman2
yang;yg
saling;sling
mending;mnding
menambah;nmbah
teman;temen
loh;looh
daripada;drpd
menambah;nambah
kata-kata;kata2
memang;emang
lah;lha
seharusnya;sharusnya
juga;jg
sendiri;sndiri
banget;bangeett
mangkanya;mngkannya
kalau;klw
melakukan;ngelakuin
apa-apa;apa2
dulu;dlu
kalo;klo
kamu;kmu
bukan;bkn
secara;scr
enggak;gk
sebagai;sbg
yang;yg
tapi;tp
yang;yg
yang;yg
sudah;udah
melakukan;ngelakuin
sudah;udah
tapi;tp
sekarang;skrg
menyia-nyiakan;nyia2in
yang;yg
begini;gini
yang;yg
berarti;brarti
orang;org
yang;yg
enggak;gk
karena;krn
dengan;dgn
mendapat;mndpat
kepuasan;kpuasan
dari;dr
padahal;pdahal
enggak;gk
segampang;sgampang
melepaskan;mlepaskan
mengapai;ngapain
orang;org
diurusi;diurusin
orang;org
enggak;ga
pantas;pantes
indonesia;indo
enggak;ga
banget;bgt
pernah;prnh
dulu;dl
jangan;jgn
terlalu;trll
suka;sk
hidup;hdp
orang;org
hidup;hdp
sendiri;sndr
dulu;dl
selow;sellow
hidup;idup
karena;krn
sebenarnya;sbbrnya
yang;yg
hidup;idup
orang;org
sampai;smpe
bisa;bs
bukan;bkn
komen-komen;komen2
kasar-kasar;kasar2
banget;bgt
kita;qt
lebih;lbh
dari;dr
orang;org
pengin;pengen
ribu;rb
semangat;semangattt
terus;teruss
tapi;tp
dulu;dlu
benaran;beneran
ya;yak
kak;ka
menunggu;nungguin
bawa perasaan;baper
bawa perasaan;baper
bawa perasaan;baper
nanti;nnti
kalo;klo
belum;blm
testimoni;testi
banyak;banyaak
benaran;beneran
bujuk;bujukk
kepala;pala
diapa;d.apa
apai;apain
saja;aj
tetap;tetep
memang;emng
dasar;dsar
nya;y
sudah;udh
dari;dri
dulu;dlu
benaran;benetaran
enggak;gaa
kakak;kaka
benaran;bneran
bagaimana;gmn
sih;si
keren;krenn
habis;abis
karya;kraya
bareng;brg
lagi;lg
dong;donk
kak;ka
lagi;lg
kakak;kaka
sudah;udah
membantu;ngebantu
pakai;pake
yang;yg
kakak;kaka
kenalkan;kenalin
terima kasih;makasih
benaran;beneran
kenapa;knp
enggak;g
di;d
lanjutkan;janjutin
kak;kaa
yuk;yukk
kepoi;kepppoin
deh;dehh
tapi;tp
tetap;ttp
nanti;nnti
terima kasih;makasih
rekomendasi;recommendasi
produk;prodak
enggak;gak
pakai;pake
betulan;btulan
kah;kha
enggak;nggak
jadi;jd
rambut;rmbut
si;s
enggak;g
panjang;pjg
mana;mna
sih;s
menutupi;tutupin
"gara-gara;gara"""
enggak;ga
pakai;pake
pakai;pake
wig;wik
benaran;beneran
kakak;kaka
itu;ithu
tetap;ttap
yuk;yukk
sudah;udh
artis-artis;artis2
kenapa;knp
botaki;botakin
ya;yah
nya;ny
botak;botakkkk
begitu;gitu
botaki;botakin
kak;k
enggak;gk
kakak;kk
kakak;kk
benaran;bnrn
sekarang;skrg
pakai;pake
wig;week
yuk;yukk
keren;kerennn
yang;yg
gaul;gawul
modis;modes
kita;kitaa
kalian;klian
bray;brayyy
yang;yg
kecantikan;kcantikan
kalian;klian
bray;brayyy
jalan-jalan;jalan2
mau;mauuu
dong;donk
brondong manis;bronis
ribu;rb
enggak punya;gapunya
juta;jt
menambah;nambah
bakalan;bkln
pengin;pingin
sudah;udah
kecantikannya;kecantikanga
loh;loooh
barang-barang;barang2
enggak;gk
hai;hiii
pilih;piiiilih
saja;aja
pokoknya;pokonya
deh;deeh
saja;aja
anak-anak;anak2
ya;yaaaa
zaman;zama
kan;kn
sudah;udh
ganti;gnti
yang;yg
baru;bru
namanya;nmnya
tapi;tapo
yuk;kuy
enggak;gkk
lagi;lg
petinggi-petinggi;petinggi2
selalu;slalu
wota-wota;wota2
yang;yg
yang;yg
yang;yg
kenapa;knpa
independen;indefendet
enggak;gak
tempat-tempat;tempat2
yang;yg
kayak;kyk
tahi;taik
yang;yg
selalu;slalu
anak-anak;anak2
bukan;bkn
yuk;yuuuukkk
benar;bener
lagi;lg
ditutup;dituutup
silakan;silahkan
enggak;gak
enggak;gak
mbak;mbaa
mengkhayal;ngayal
terlalu;trlalu
mengkhayal;ngayal
saja;aja
sempak;smvk
lihat;liat
saja;aja
bakal;bkal
jadi;jd
kenyataan;knyataan
amin;amiinn
anjir;njrittt
saja;aja
ya;yah
amin;aminnn
selamat;selmt
atas;taz
kelahiran;klhran
anak;ank
pertama;pertma
kakak;kk
atas;ats
kelahiran;kelahuran
anak;ank
pertamanya;pertamany
selamat;slmt
kak;k
kak;k
mamanya;mamax
iya;iyah
anaknya;ankx
cantik;cantip
lucu;lucuuuuu
dong;donk
yang;yg
dong;donk
yang;yg
orang tua;ortu
amin;amiiiin
lucu;lucuuu
lucu;lucuuuu
ih;ihh
lah;la
sekali;skli
keluarga;kluarga
kapan;kpn
aku;ak
punya;pnya
yang;yg
iya;iyha
adek;dedek
yang;yg
cantik;cantikkk
ya;y
kakak;kk
mbak;mb
atas;ats
kelahiran;klahiran
selamat;slmat
amin;aamiin
selamat;slamat
jadi;jdi
orang tua;ortu
kakak;kk
semoga;smoga
jadi;jdi
anak;ank
membanggakan;mmbanggakan
orang tuanya;ortuny
amin;aamiin
lucu;lucuuu
banget;bngtt
selamat;selmat
saja;ae
menjadi;mnjdi
bunda;bnda
kak;k
sama;ma
terus;trus
nya;nyah
amin;aamiin
banget;bgt
pertamanya;prtamax
kakak;kk
moga;moqa
jadi;jdi
yang;yq
berbakti;brbakti
ya;yaaa
gila;gewlaaaaa
ya;ea
kakak;kk
kakak;kk
nya;ny
yang;yg
sama;sm
lagi;lg
yang;yg
sekarang;skrg
"sama-sama;sama"""
bersaudara;basodaraa
yang;yg
enggak mau;gamau
sama;sm
dari;dr
orisinal;ori
harga;hargs
perhatikan;perhatiin
abal-abal;abal2
kasihan;kasian
banget;bgt
bantu;bantuim
main;maen
adalah;adl
pelawak;pelwak
pakai;pake
karena;karna
pengin;pgn
kencang;kenceng
enggak;ga
tapi;tp
teman;temen
menyarankan;nyaranin
memang;emang
pakai;pake
sudah;udah
kelihatan;keliatan
menyarankan;saranin
kamu;km
hubungi;hub
mengasih;ngasih
ayo;ayoo
amin;aamiiin
sukses;suces
selalu;slalu
ya;y
yang;yg
jangan;jgn
kamu;km
sukses;sucses
enggak;ga
enggak;ga
garami;garemin
terus;trus
enggak pakai;gapake
ayo;ayoo
hubungi;hubunggi
enggak;gak
mengiringi;ngiringan
ku;q
enggak;gk
malu;maluuu
sudah;udah
enggak;gk
terima kasih;makasih
kakak;kaka
kalo;klo
karirnya;karir.a
iya;iyaa
amin;aamin
terus;teruz
yang;yg
sudah;udh
dapat;dpt
atau;atw
atau;atw
kakak;kaka
kemarin;kemarn
mencoba;cobain
sudah;udah
pakai;pake
enggak;ga
memang;emang
pakai;pake
sudah;udah
dapat;dapet
banget;bgt
terima kasih;makasih
kakak;kaka
rekomendasinya;recomendasinya
promo;promoo
ongkir;ongkirr
enggak;ga
ya;yaa
terima kasih;makasih
sudah;udah
mengenalkan;kenalin
pakai;pake
terima kasih;makasih
jadi;jd
enggak;gak
enggak;gk
dari;dri
terima kasih;mskasih
kakak;kaka
kakak;kaka
yang;yg
dalam;dlm
yang;yg
wow;wowwwww
kakak;kaka
kemarin;kemarn
mencoba;cobain
sudah;udah
pakai;pake
enggak;ga
memang;emang
pakai;pake
sudah;udah
dapat;dapet
kakak;kaka
banget;bgt
terima kasih;makasih
kakak;kaka
rekomendasinya;recomendasinya
semua;seeeemua
benar;bener
benar;bener
yang;yg
dipakai;dipake
sekarang;skrng
enggak;gak
pakai;pake
jadi;jd
dari;dri
yang;yg
rekomendasikan;rekomendasiin
terima kasih;mksh
terima kasih;makasih
menyarani;nyaranin
benar;bener
benar;bener
terima kasih;makasih
sudah;udh
mengenalkan;kenalin
jadi;jd
enggak;gak
dalam;dlm
jadi;jd
percaya diri;pede
sekarang;skrng
terima kasih;makasih
wow;wowwww
kakak;kaka
kemarin;kemarn
sudah;udah
pakai;pake
enggak;ga
memang;emang
pakai;pake
sudah;udah
dapat;dapet
kakak;kaka
banget;bgt
terima kasih;makasih
kakak;kaka
rekomendasinya;recomendasinya
artis-artis;artis2
batasi;batesin
atau;atw
enggak;ga
hilang;ilang
hilang;ilang
bikin;bijin
enggak;ga
percaya diri;pd
yang;yg
yang;yg
enggak;ga
pengin;pengen
begitu;gitu
mengidealkan;ngeidealin
badan;bdn
kami;kmi
bahan;bhn
dalam;dlm
hari;hr
mungkin;mngkin
menghilangkan;menghilangkn
untuk;utk
untuk;utk
lucu;lucuuuuu
banget;bgt
yang;yg
lucu-lucu;lucu2
terima kasih;makasih
sudah;udh
mengenalkan;kenalin
jadi;jd
enggak;gak
enggak;ga
enggak;ga
enggak salah;gasalah
enggak;gak
yang;yg
yang;yg
yang;yg
bersama;brsma
boleh;le
juga;ugha
saja;aja
cowok ganteng;cogan
semua;semuaaa
kayaknya;keknya
mau;mo
dijadikan;dijadiin
nih;ni
yang;yg
kan;kn
hai;heeee
ayo;ayoo
menonton;nonton
belum;blm
dengar;dgr
yang;yg
jadi;jd
sudah;udah
menonton bareng;nobar
datang;dateng
rame-rame;rame2
ya;yam
rame-rame;rame2
tahi;tai
kayak;kek
bukan;bkan
yang;yg
yang;yg
kartun;kartunin
tapi;tpi
judulnya;jdulnya
sudah;udah
pengin;pen
baca;bacaaaa
menonton;nonton
kita;kta
bagus;bgus
kayaknya;kyaknya
boleh;leh
juga;ugha
banget;bgt
kamu;km
aku;aq
gue;gw
habis;abez
nih;nihh
dong;donk
bang;baaaaaang
saya;sy
saya;sy
banget;bgt
sama;sm
kakak;kk
kak;ka
ampun;ampunnnnn
ganteng;ganteeeeng
banget;bgt
entah;entahhh
bagaimana;gimanaaaa
bisa;bs
kesampaian;kesampean
bawa perasaan;baper
padahal;pdhl
sudah;udah
banget;bgt
duh;duuhh
gantengnya;gantengnyaaaa
mirip;mrip
kakak;kk
banget;bgtt
kapan-kapan;kpn2
ya;yah
yang;yg
begini;gini
yang;yg
indonesia;indo
fan;pans
sampai;sampe
kuliah;kuliyh
begini;gini
kakak;kk
ganteng;gantengg
banget;bngett
kak;kakk
kenalkan;kenalin
ya;yah
almarhum;alm
gantengku;gantengkuuuuuu
atas;atassss
ya;y
orangnya;orgny
ya;yha
kak;kaaaaa
saja;aja
walah;owalaah
begitu;gt
banget;bgt
menengok;nengok
awak;awk
menengok;nengok
aslinya;aslinyo
lihat;liat
yang;yg
dari;dr
dalam;dlm
alisnya;alissnyaa
masa;masaaaa
adeknya;adenya
enggak;nggak
saja;aja
muka;komuk
lo;elo
kalahnya;kalahnye
ya;yah
malas;males
sudah;udh
bagaimana;gimana
ya;yah
maafi;maapin
memilih;milih
enggak;ngga
ya;yoo
sudah;udah
tapi;tp
iya;iyaaaa
saja;aja
sudah;udh
kapan;kpn
enggak;ga
lihat;liat
fakultas;fakultass
enggak;ngga
lihat;liat
semarang;smrg
lihat;liat
orang;org
yang;yg
gue;gw
ingat;inget
lu;elu
ingat;inget
saja;aja
saja;aja
seram;serem
enggak;g
unyu-unyu;unyu2
lo;loe
ya;yah
lo;loe
kok;koq
lo;loe
oh;ohh
yang;yg
di;d
bilang;blg
padahal;pdahal
ya;yyaaa
terus;trs
bilang;blg
lagi;lagii
kalo;klo
padahal;pdahal
insomnia;insonniaaa
sudah;udah
kalo;klo
sudah;udah
adeknya;adekx
dari;dri
lihat;liat
nih;nihh
banget;bgtttt
karena;karna
pengin;pengen
amin;aamiin
